,Test Type,Vowel,Other Vowel,Correctness,File One,File Two
0,BareVowel,a,N/A,True,recordings\BareVowel_a_1.wav,recordings\BareVowel_a_2.wav
1,BareVowel,ɪ,ʌ,True,recordings\BareVowel_ɪ_2.wav,recordings\BareVowel_ʌ_1.wav
2,BareVowel,ɛ,N/A,True,recordings\BareVowel_ɛ_1.wav,recordings\BareVowel_ɛ_2.wav
3,BareVowel,eɪ,ɪ,True,recordings\BareVowel_eɪ_2.wav,recordings\BareVowel_ɪ_1.wav
4,BareVowel,oʊ,ʌ,True,recordings\BareVowel_oʊ_2.wav,recordings\BareVowel_ʌ_1.wav
5,BareVowel,u,æ,True,recordings\BareVowel_u_1.wav,recordings\BareVowel_æ_1.wav
6,BareVowel,ʊ,ɪ,True,recordings\BareVowel_ʊ_2.wav,recordings\BareVowel_ɪ_2.wav
7,BareVowel,ɛ,N/A,True,recordings\BareVowel_ɛ_1.wav,recordings\BareVowel_ɛ_2.wav
8,BareVowel,i,eɪ,True,recordings\BareVowel_i_2.wav,recordings\BareVowel_eɪ_1.wav
9,BareVowel,ɪ,N/A,True,recordings\BareVowel_ɪ_1.wav,recordings\BareVowel_ɪ_2.wav
10,BareVowel,æ,N/A,True,recordings\BareVowel_æ_1.wav,recordings\BareVowel_æ_2.wav
11,BareVowel,i,N/A,True,recordings\BareVowel_i_2.wav,recordings\BareVowel_i_1.wav
12,BareVowel,eɪ,æ,True,recordings\BareVowel_eɪ_1.wav,recordings\BareVowel_æ_2.wav
13,BareVowel,oʊ,N/A,True,recordings\BareVowel_oʊ_2.wav,recordings\BareVowel_oʊ_1.wav
14,BareVowel,ɛ,ʊ,True,recordings\BareVowel_ɛ_2.wav,recordings\BareVowel_ʊ_1.wav
15,BareVowel,ɛ,N/A,True,recordings\BareVowel_ɛ_1.wav,recordings\BareVowel_ɛ_2.wav
16,BareVowel,eɪ,N/A,True,recordings\BareVowel_eɪ_2.wav,recordings\BareVowel_eɪ_1.wav
17,BareVowel,ʊ,ʌ,True,recordings\BareVowel_ʊ_1.wav,recordings\BareVowel_ʌ_1.wav
18,BareVowel,eɪ,æ,True,recordings\BareVowel_eɪ_2.wav,recordings\BareVowel_æ_2.wav
19,BareVowel,ɪ,u,True,recordings\BareVowel_ɪ_1.wav,recordings\BareVowel_u_2.wav
20,BareVowel,oʊ,N/A,True,recordings\BareVowel_oʊ_1.wav,recordings\BareVowel_oʊ_2.wav
21,BareVowel,æ,ʊ,True,recordings\BareVowel_æ_1.wav,recordings\BareVowel_ʊ_2.wav
22,BareVowel,a,i,True,recordings\BareVowel_a_1.wav,recordings\BareVowel_i_2.wav
23,BareVowel,oʊ,ɪ,True,recordings\BareVowel_oʊ_1.wav,recordings\BareVowel_ɪ_1.wav
24,BareVowel,u,N/A,True,recordings\BareVowel_u_1.wav,recordings\BareVowel_u_2.wav
25,SameCons,i,æ,True,recordings\SameCons_i_1.wav,recordings\SameCons_æ_2.wav
26,SameCons,ʊ,N/A,True,recordings\SameCons_ʊ_2.wav,recordings\SameCons_ʊ_1.wav
27,SameCons,ɪ,N/A,True,recordings\SameCons_ɪ_2.wav,recordings\SameCons_ɪ_1.wav
28,SameCons,ɛ,N/A,True,recordings\SameCons_ɛ_1.wav,recordings\SameCons_ɛ_2.wav
29,SameCons,ʊ,N/A,True,recordings\SameCons_ʊ_1.wav,recordings\SameCons_ʊ_2.wav
30,SameCons,u,oʊ,True,recordings\SameCons_u_2.wav,recordings\SameCons_oʊ_2.wav
31,SameCons,oʊ,i,True,recordings\SameCons_oʊ_2.wav,recordings\SameCons_i_1.wav
32,SameCons,u,ɪ,True,recordings\SameCons_u_2.wav,recordings\SameCons_ɪ_1.wav
33,SameCons,ʊ,N/A,True,recordings\SameCons_ʊ_2.wav,recordings\SameCons_ʊ_1.wav
34,SameCons,ɪ,N/A,True,recordings\SameCons_ɪ_1.wav,recordings\SameCons_ɪ_2.wav
35,SameCons,ɪ,oʊ,True,recordings\SameCons_ɪ_2.wav,recordings\SameCons_oʊ_1.wav
36,SameCons,a,N/A,True,recordings\SameCons_a_1.wav,recordings\SameCons_a_2.wav
37,SameCons,ɪ,ɛ,False,recordings\SameCons_ɪ_2.wav,recordings\SameCons_ɛ_2.wav
38,SameCons,ʌ,ʊ,False,recordings\SameCons_ʌ_1.wav,recordings\SameCons_ʊ_2.wav
39,SameCons,a,N/A,True,recordings\SameCons_a_1.wav,recordings\SameCons_a_2.wav
40,SameCons,æ,N/A,True,recordings\SameCons_æ_1.wav,recordings\SameCons_æ_2.wav
41,SameCons,eɪ,N/A,True,recordings\SameCons_eɪ_2.wav,recordings\SameCons_eɪ_1.wav
42,SameCons,ɛ,ʌ,True,recordings\SameCons_ɛ_2.wav,recordings\SameCons_ʌ_1.wav
43,SameCons,ʌ,N/A,True,recordings\SameCons_ʌ_1.wav,recordings\SameCons_ʌ_2.wav
44,SameCons,u,ɛ,True,recordings\SameCons_u_2.wav,recordings\SameCons_ɛ_2.wav
45,SameCons,i,N/A,True,recordings\SameCons_i_1.wav,recordings\SameCons_i_2.wav
46,SameCons,ɪ,N/A,True,recordings\SameCons_ɪ_1.wav,recordings\SameCons_ɪ_2.wav
47,SameCons,i,N/A,True,recordings\SameCons_i_1.wav,recordings\SameCons_i_2.wav
48,SameCons,a,eɪ,False,recordings\SameCons_a_1.wav,recordings\SameCons_eɪ_1.wav
49,SameCons,ɪ,N/A,True,recordings\SameCons_ɪ_2.wav,recordings\SameCons_ɪ_1.wav
50,DiffCons,æ,ʊ,True,recordings\DiffCons_æ_mæθæ.wav,recordings\DiffCons_ʊ_tʃʊdʊ.wav
51,DiffCons,eɪ,N/A,True,recordings\DiffCons_eɪ_peɪmeɪ.wav,recordings\DiffCons_eɪ_leɪzeɪ.wav
52,DiffCons,ʊ,a,True,recordings\DiffCons_ʊ_tʃʊdʊ.wav,recordings\DiffCons_a_faba.wav
53,DiffCons,æ,ʌ,False,recordings\DiffCons_æ_wæpæ.wav,recordings\DiffCons_ʌ_nʌpʌ.wav
54,DiffCons,i,æ,True,recordings\DiffCons_i_diʒi.wav,recordings\DiffCons_æ_wæpæ.wav
55,DiffCons,ʌ,N/A,True,recordings\DiffCons_ʌ_nʌpʌ.wav,recordings\DiffCons_ʌ_nʌkʌ.wav
56,DiffCons,ʌ,N/A,True,recordings\DiffCons_ʌ_nʌpʌ.wav,recordings\DiffCons_ʌ_nʌkʌ.wav
57,DiffCons,i,ɛ,True,recordings\DiffCons_i_bizi.wav,recordings\DiffCons_ɛ_lɛfɛ.wav
58,DiffCons,ɪ,N/A,True,recordings\DiffCons_ɪ_tʃɪðɪ.wav,recordings\DiffCons_ɪ_rɪkɪ.wav
59,DiffCons,i,N/A,True,recordings\DiffCons_i_diʒi.wav,recordings\DiffCons_i_bizi.wav
60,DiffCons,ɪ,eɪ,False,recordings\DiffCons_ɪ_rɪkɪ.wav,recordings\DiffCons_eɪ_leɪzeɪ.wav
61,DiffCons,a,N/A,True,recordings\DiffCons_a_faba.wav,recordings\DiffCons_a_raza.wav
62,DiffCons,ɛ,N/A,True,recordings\DiffCons_ɛ_kɛkɛ.wav,recordings\DiffCons_ɛ_lɛfɛ.wav
63,DiffCons,ɪ,N/A,True,recordings\DiffCons_ɪ_tʃɪðɪ.wav,recordings\DiffCons_ɪ_rɪkɪ.wav
64,DiffCons,a,ʌ,False,recordings\DiffCons_a_faba.wav,recordings\DiffCons_ʌ_nʌkʌ.wav
65,DiffCons,i,N/A,True,recordings\DiffCons_i_bizi.wav,recordings\DiffCons_i_diʒi.wav
66,DiffCons,i,ʊ,True,recordings\DiffCons_i_diʒi.wav,recordings\DiffCons_ʊ_zʊwʊ.wav
67,DiffCons,ɛ,ɪ,False,recordings\DiffCons_ɛ_lɛfɛ.wav,recordings\DiffCons_ɪ_tʃɪðɪ.wav
68,DiffCons,ʊ,N/A,True,recordings\DiffCons_ʊ_zʊwʊ.wav,recordings\DiffCons_ʊ_tʃʊdʊ.wav
69,DiffCons,u,æ,True,recordings\DiffCons_u_tuwu.wav,recordings\DiffCons_æ_wæpæ.wav
70,DiffCons,eɪ,N/A,True,recordings\DiffCons_eɪ_leɪzeɪ.wav,recordings\DiffCons_eɪ_peɪmeɪ.wav
71,DiffCons,ɛ,N/A,True,recordings\DiffCons_ɛ_kɛkɛ.wav,recordings\DiffCons_ɛ_lɛfɛ.wav
72,DiffCons,ɪ,ʊ,False,recordings\DiffCons_ɪ_rɪkɪ.wav,recordings\DiffCons_ʊ_tʃʊdʊ.wav
73,DiffCons,ʊ,N/A,False,recordings\DiffCons_ʊ_tʃʊdʊ.wav,recordings\DiffCons_ʊ_zʊwʊ.wav
74,DiffCons,ɛ,u,True,recordings\DiffCons_ɛ_kɛkɛ.wav,recordings\DiffCons_u_tuwu.wav
75,Words,ʊ,N/A,False,recordings\Words_ʊ_put.wav,recordings\Words_ʊ_took.wav
76,Words,ʌ,a,True,recordings\Words_ʌ_jug.wav,recordings\Words_a_job.wav
77,Words,a,æ,True,recordings\Words_a_job.wav,recordings\Words_æ_rack.wav
78,Words,ɛ,N/A,True,recordings\Words_ɛ_bet.wav,recordings\Words_ɛ_fell.wav
79,Words,ɪ,ɛ,True,recordings\Words_ɪ_tin.wav,recordings\Words_ɛ_bet.wav
80,Words,æ,N/A,True,recordings\Words_æ_rack.wav,recordings\Words_æ_yak.wav
81,Words,oʊ,æ,True,recordings\Words_oʊ_poke.wav,recordings\Words_æ_rack.wav
82,Words,ɪ,a,True,recordings\Words_ɪ_tin.wav,recordings\Words_a_job.wav
83,Words,æ,a,True,recordings\Words_æ_rack.wav,recordings\Words_a_job.wav
84,Words,ʌ,a,True,recordings\Words_ʌ_cup.wav,recordings\Words_a_job.wav
85,Words,ʊ,N/A,False,recordings\Words_ʊ_took.wav,recordings\Words_ʊ_put.wav
86,Words,eɪ,N/A,False,recordings\Words_eɪ_jail.wav,recordings\Words_eɪ_ray.wav
87,Words,u,N/A,True,recordings\Words_u_boom.wav,recordings\Words_u_room.wav
88,Words,æ,u,True,recordings\Words_æ_yak.wav,recordings\Words_u_boom.wav
89,Words,ʌ,N/A,True,recordings\Words_ʌ_jug.wav,recordings\Words_ʌ_cup.wav
90,Words,ɪ,N/A,True,recordings\Words_ɪ_kick.wav,recordings\Words_ɪ_tin.wav
91,Words,i,N/A,False,recordings\Words_i_sheep.wav,recordings\Words_i_neat.wav
92,Words,ɪ,ɛ,True,recordings\Words_ɪ_tin.wav,recordings\Words_ɛ_fell.wav
93,Words,æ,N/A,True,recordings\Words_æ_rack.wav,recordings\Words_æ_yak.wav
94,Words,u,a,True,recordings\Words_u_room.wav,recordings\Words_a_moss.wav
95,Words,ɪ,eɪ,True,recordings\Words_ɪ_kick.wav,recordings\Words_eɪ_jail.wav
96,Words,ʌ,ʊ,True,recordings\Words_ʌ_cup.wav,recordings\Words_ʊ_took.wav
97,Words,oʊ,u,True,recordings\Words_oʊ_poke.wav,recordings\Words_u_room.wav
98,Words,ʊ,ɪ,True,recordings\Words_ʊ_put.wav,recordings\Words_ɪ_kick.wav
99,Words,eɪ,ɛ,True,recordings\Words_eɪ_ray.wav,recordings\Words_ɛ_bet.wav
